epoch,eval_accuracy,eval_f1,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.13333333333333333,,,,,,,2.9323129653930664,0.0001912888888888889,0.8762944793701172,50,,,,,
0.26666666666666666,,,,,,,1.543255090713501,0.00018240000000000002,0.745537338256836,100,,,,,
0.4,,,,,,,3.219602346420288,0.00017351111111111112,0.6768988800048829,150,,,,,
0.5333333333333333,,,,,,,5.782198429107666,0.00016462222222222224,0.6786453247070312,200,,,,,
0.6666666666666666,,,,,,,1.0954488515853882,0.00015573333333333334,0.6702695465087891,250,,,,,
0.8,,,,,,,1.795788049697876,0.00014684444444444444,0.6683171081542969,300,,,,,
0.9333333333333333,,,,,,,4.6966657638549805,0.00013795555555555557,0.6452045440673828,350,,,,,
1.0,0.7006880733944955,0.7540056550424128,0.6159196496009827,0.7593,1148.448,36.877,,,,375,,,,,
1.0666666666666667,,,,,,,3.0689594745635986,0.00012906666666666667,0.6320448303222657,400,,,,,
1.2,,,,,,,1.0868566036224365,0.0001201777777777778,0.5767972183227539,450,,,,,
1.3333333333333333,,,,,,,1.360692024230957,0.00011128888888888888,0.48426864624023436,500,,,,,
1.4666666666666668,,,,,,,1.8543111085891724,0.00010240000000000001,0.39404964447021484,550,,,,,
1.6,,,,,,,2.48117733001709,9.351111111111112e-05,0.3839796829223633,600,,,,,
1.7333333333333334,,,,,,,2.5803070068359375,8.462222222222222e-05,0.4313418579101562,650,,,,,
1.8666666666666667,,,,,,,2.677006483078003,7.573333333333334e-05,0.3860630416870117,700,,,,,
2.0,,,,,,,1.8440767526626587,6.684444444444445e-05,0.41895465850830077,750,,,,,
2.0,0.8509174311926605,0.8599137931034483,0.36009636521339417,0.7845,1111.558,35.692,,,,750,,,,,
2.1333333333333333,,,,,,,1.1903411149978638,5.795555555555556e-05,0.3538797378540039,800,,,,,
2.2666666666666666,,,,,,,2.358377456665039,4.906666666666667e-05,0.36496734619140625,850,,,,,
2.4,,,,,,,2.3364450931549072,4.017777777777778e-05,0.3667898941040039,900,,,,,
2.533333333333333,,,,,,,1.002170443534851,3.128888888888889e-05,0.3839881134033203,950,,,,,
2.6666666666666665,,,,,,,1.1804686784744263,2.2400000000000002e-05,0.3851582336425781,1000,,,,,
2.8,,,,,,,1.4835333824157715,1.351111111111111e-05,0.37779735565185546,1050,,,,,
2.9333333333333336,,,,,,,1.6904675960540771,4.622222222222222e-06,0.3716988754272461,1100,,,,,
3.0,0.8555045871559633,0.8633405639913232,0.35305583477020264,0.7752,1124.929,36.122,,,,1125,,,,,
3.0,,,,,,,,,,1125,327801091812096.0,0.5078891927931044,59.7003,301.506,18.844
3.0,0.8555045871559633,0.8633405639913232,0.35305583477020264,0.7361,1184.657,38.039,,,,1125,,,,,
