epoch,eval_accuracy,eval_f1,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.13333333333333333,,,,,,,2.837500810623169,0.0001912888888888889,0.6655496215820312,50,,,,,
0.26666666666666666,,,,,,,5.008638858795166,0.00018240000000000002,0.40014541625976563,100,,,,,
0.4,,,,,,,3.6394383907318115,0.00017351111111111112,0.3582366180419922,150,,,,,
0.5333333333333333,,,,,,,3.4138734340667725,0.00016462222222222224,0.33556350708007815,200,,,,,
0.6666666666666666,,,,,,,3.9632270336151123,0.00015573333333333334,0.29943702697753904,250,,,,,
0.8,,,,,,,5.87600040435791,0.00014684444444444444,0.3154618453979492,300,,,,,
0.9333333333333333,,,,,,,6.55175256729126,0.00013795555555555557,0.34874839782714845,350,,,,,
1.0,0.8669724770642202,0.8786610878661087,0.33544155955314636,0.7436,1172.648,37.654,,,,375,,,,,
1.0666666666666667,,,,,,,3.7173099517822266,0.00012906666666666667,0.2512780570983887,400,,,,,
1.2,,,,,,,2.861116409301758,0.0001201777777777778,0.2613600921630859,450,,,,,
1.3333333333333333,,,,,,,4.925108432769775,0.00011128888888888888,0.22583580017089844,500,,,,,
1.4666666666666668,,,,,,,3.61092209815979,0.00010240000000000001,0.24055225372314454,550,,,,,
1.6,,,,,,,6.350682258605957,9.351111111111112e-05,0.2295829963684082,600,,,,,
1.7333333333333334,,,,,,,5.368669033050537,8.462222222222222e-05,0.3041222953796387,650,,,,,
1.8666666666666667,,,,,,,9.721099853515625,7.573333333333334e-05,0.2355999755859375,700,,,,,
2.0,,,,,,,4.342185974121094,6.684444444444445e-05,0.25001924514770507,750,,,,,
2.0,0.8784403669724771,0.8879492600422833,0.2967872619628906,0.7381,1181.446,37.936,,,,750,,,,,
2.1333333333333333,,,,,,,0.8705546855926514,5.795555555555556e-05,0.17459217071533203,800,,,,,
2.2666666666666666,,,,,,,0.437872052192688,4.906666666666667e-05,0.1533939743041992,850,,,,,
2.4,,,,,,,5.429915904998779,4.017777777777778e-05,0.19945478439331055,900,,,,,
2.533333333333333,,,,,,,8.26755428314209,3.128888888888889e-05,0.19429853439331055,950,,,,,
2.6666666666666665,,,,,,,7.407835960388184,2.2400000000000002e-05,0.1880626106262207,1000,,,,,
2.8,,,,,,,9.021345138549805,1.351111111111111e-05,0.20423248291015625,1050,,,,,
2.9333333333333336,,,,,,,10.643533706665039,4.622222222222222e-06,0.19725898742675782,1100,,,,,
3.0,0.8944954128440367,0.8984547461368654,0.30651456117630005,0.7377,1182.121,37.958,,,,1125,,,,,
3.0,,,,,,,,,,1125,328080627049728.0,0.2711574397616916,51.0189,352.81,22.051
3.0,0.8944954128440367,0.8984547461368654,0.30651456117630005,0.7031,1240.258,39.825,,,,1125,,,,,
