step,layer,module_type,module_name,param_name,effective_rank,zero_count,max_rank,mean_abs_param,mean_abs_grad,mean_abs_param_grad,max_abs_param_grad,sum_abs_param_grad
250,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,0.0015237629413604736,0.00033648734097369015,5.590375735664566e-07,1.8481227925803978e-06,6.708451110171154e-06
250,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.002492984989657998,0.0005403145914897323,1.2339569366304204e-06,4.0910745155997574e-06,1.4807483239565045e-05
250,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,0.001449701958335936,0.00015722338866908103,2.585882157291053e-07,1.7865005474959617e-06,3.1030585887492634e-06
250,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.0024938066489994526,0.0006870076176710427,1.9874773897754494e-06,8.993321898742579e-06,2.3849728677305393e-05
250,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,0.00247505446895957,0.00015260367945302278,3.572559705844469e-07,1.6691435575921787e-06,4.287071533326525e-06
250,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.00287004467099905,0.0007871676352806389,1.912950892801746e-06,5.951027105766116e-06,2.2955409804126248e-05
250,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,0.0016873552231118083,0.00013082829536870122,2.632424127568811e-07,5.795653805762413e-07,3.1589088393957354e-06
250,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.0030583359766751528,0.0005675097345374525,1.7809416021918878e-06,8.010584679141175e-06,2.1371299226302654e-05
250,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,0.0017283736960962415,0.00023973628412932158,3.30677238480348e-07,1.1807316013801028e-06,3.9681267480773386e-06
250,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.002448375103995204,0.0007129021105356514,1.6885587683646008e-06,3.748423068827833e-06,2.026270522037521e-05
250,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,0.0018822047859430313,0.0002705677761696279,5.313856377142656e-07,2.7670962481352035e-06,6.376627425197512e-06
250,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.002621539868414402,0.000785929209087044,1.6623563396933605e-06,4.277571406419156e-06,1.9948276531067677e-05
250,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,0.0014134239172562957,0.00020821306679863483,3.2016410500546044e-07,1.0509305639061495e-06,3.841969373752363e-06
250,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.003484683111310005,0.0008064169087447226,2.257383357573417e-06,6.314511210803175e-06,2.7088599381386302e-05
250,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,0.0026708897203207016,0.00016729561320971698,5.328247425495647e-07,2.784939397315611e-06,6.393896910594776e-06
250,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.0045356242917478085,0.001045987824909389,4.728929980046814e-06,1.7546846720506437e-05,5.674715794157237e-05
250,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,0.0017644339241087437,0.00029314233688637614,5.07934601046145e-07,1.4715175211676979e-06,6.0952152125537395e-06
