step,layer,module_type,module_name,param_name,effective_rank,zero_count,max_rank,mean_abs_lora_E,max_abs_lora_E,min_abs_lora_E
0,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
0,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,0,12,12,0.0,0.0,0.0
0,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,0,12,12,0.0,0.0,0.0
250,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,0.0015148563543334603,0.002804149640724063,0.0003716442151926458
250,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.0024998923763632774,0.004883936606347561,0.0003149495751131326
250,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,0.0014437570935115218,0.0041044969111680984,6.145460793050006e-05
250,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.0025156859774142504,0.005608688108623028,0.0005063035641796887
250,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,0.0024725475814193487,0.006311176810413599,0.0009003886952996254
250,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.002927610417827964,0.007424177136272192,0.00033161905594170094
250,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,0.0016997394850477576,0.0036178117152303457,5.660357783199288e-05
250,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.003063914366066456,0.005678598303347826,4.313158569857478e-05
250,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,0.0017358456971123815,0.004858431406319141,0.0002401455567451194
250,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.0024481748696416616,0.004572155419737101,0.0001847116946009919
250,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,0.0019253724021837115,0.006319614592939615,8.179867290891707e-05
250,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.002624024637043476,0.006976997945457697,6.1791911321051884e-06
250,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,0.0014276310103014112,0.003688408760353923,0.00016480869089718908
250,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.0035181064158678055,0.007393279578536749,0.0009626549435779452
250,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,0.0027148353401571512,0.005917193368077278,1.2719273399852682e-05
250,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.0046071335673332214,0.00875817146152258,0.0009539212333038449
250,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,0.001783969928510487,0.004863291513174772,0.00025927089154720306
250,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.004809985402971506,0.011537425220012665,0.00021562889742199332
250,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,0.003316625254228711,0.007308207917958498,0.00029777706367895007
250,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.004717572592198849,0.012381470762193203,0.0008205772028304636
250,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.003778056474402547,0.00930824689567089,0.0003755884536076337
250,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.0058648791164159775,0.013850511983036995,0.00017736016889102757
250,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,0.0017669942462816834,0.006225662771612406,0.00018037571862805635
250,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.006078669335693121,0.014274838380515575,0.0012223136145621538
500,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,6.551646947627887e-05,0.00017701592878438532,1.3460839909384958e-05
500,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.003741980530321598,0.027809223160147667,5.963091552985134e-06
500,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,5.794917524326593e-05,0.0001315160043304786,1.1007036846422125e-06
500,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.0020082537084817886,0.023007530719041824,1.422353398083942e-05
500,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,9.950888488674536e-05,0.00021360816026572138,1.0480290256964508e-05
500,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.008038385771214962,0.032937195152044296,1.7334796211798675e-05
500,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,4.824718052987009e-05,0.00010160543752135709,1.4789881674914795e-07
500,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.008905371651053429,0.039471834897994995,8.639445695735049e-06
500,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,5.5451953812735155e-05,0.00017757780733518302,1.9865528884110972e-06
500,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.00882353913038969,0.04180452227592468,2.3466029233532026e-05
500,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,5.791723378933966e-05,0.00014370564895216376,2.1766134068457177e-06
500,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.013706621713936329,0.04954027757048607,1.392500962538179e-06
500,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,0.00013819783634971827,0.0002920502738561481,3.0301200240501203e-05
